baseline,data,individuo,n_dados_treinamento,dados_treinamento,dados_validacao,modelo_treinado,acc,loss,parametros
True,1644074773.4341593,81,2,"[4, 12]",[8],baseline_0.6597_1642517519,0.7552083432674408,0.5699514672160149,"{'random_seed': 20220113, 'training_epochs': 50, 'batch_size': 16}"
True,1644074776.5862172,81,2,"[8, 4]",[12],baseline_0.6597_1642517519,0.8125,0.38371623307466507,"{'random_seed': 20220113, 'training_epochs': 50, 'batch_size': 16}"
True,1644074785.4617953,84,2,"[8, 12]",[4],baseline_0.6597_1642517519,0.5416666716337204,1.0110621005296707,"{'random_seed': 20220113, 'training_epochs': 50, 'batch_size': 16}"
True,1644074789.0271597,84,2,"[4, 12]",[8],baseline_0.6597_1642517519,0.546875,0.845292404294014,"{'random_seed': 20220113, 'training_epochs': 50, 'batch_size': 16}"
True,1644074792.4927187,84,2,"[8, 4]",[12],baseline_0.6597_1642517519,0.5,1.1050994545221329,"{'random_seed': 20220113, 'training_epochs': 50, 'batch_size': 16}"
True,1644074803.104891,86,2,"[8, 12]",[4],baseline_0.6597_1642517519,0.8177083432674408,0.4450917914509773,"{'random_seed': 20220113, 'training_epochs': 50, 'batch_size': 16}"
True,1644074806.7594998,86,2,"[4, 12]",[8],baseline_0.6597_1642517519,0.8385416716337204,0.4015953093767166,"{'random_seed': 20220113, 'training_epochs': 50, 'batch_size': 16}"
True,1644074809.4439662,86,2,"[8, 4]",[12],baseline_0.6597_1642517519,0.8802083432674408,0.3465206138789654,"{'random_seed': 20220113, 'training_epochs': 50, 'batch_size': 16}"
True,1644074817.7670934,95,2,"[8, 12]",[4],baseline_0.6597_1642517519,0.7291666716337204,0.6073043271899223,"{'random_seed': 20220113, 'training_epochs': 50, 'batch_size': 16}"
True,1644074821.1214619,95,2,"[4, 12]",[8],baseline_0.6597_1642517519,0.734375,0.7077223211526871,"{'random_seed': 20220113, 'training_epochs': 50, 'batch_size': 16}"
True,1644074823.8795953,95,2,"[8, 4]",[12],baseline_0.6597_1642517519,0.5364583432674408,1.0794631987810135,"{'random_seed': 20220113, 'training_epochs': 50, 'batch_size': 16}"
True,1644074832.2643588,98,2,"[8, 12]",[4],baseline_0.6597_1642517519,0.6041666716337204,0.7598646581172943,"{'random_seed': 20220113, 'training_epochs': 50, 'batch_size': 16}"
True,1644074835.1586158,98,2,"[4, 12]",[8],baseline_0.6597_1642517519,0.703125,0.711056262254715,"{'random_seed': 20220113, 'training_epochs': 50, 'batch_size': 16}"
True,1644074838.5890257,98,2,"[8, 4]",[12],baseline_0.6597_1642517519,0.4166666716337204,1.3995649963617325,"{'random_seed': 20220113, 'training_epochs': 50, 'batch_size': 16}"
True,1644074846.8691773,105,2,"[8, 12]",[4],baseline_0.6597_1642517519,0.8697916716337204,0.4061514809727669,"{'random_seed': 20220113, 'training_epochs': 50, 'batch_size': 16}"
